Food Product,Moisture,Protein,Fat,Total Carbohydrates,Sugars,Dietary Fiber,Crude Fiber,Ash,FRAP_value
"Common bean, White with purple speckles, PI-206982, seeds, raw",10.8,21.2296,0.9812,57.32112670588237,7.046800000000001,15.727782294117649,4.804974529411765,3.6572,18.29
"Common bean, Light brown, PI-370581, seeds, raw",10.3,21.7074,0.897,56.92192405882353,9.1494,14.773390423940814,4.762339058823529,3.4983,32.37
"Common bean, Brown, PI-379433, seeds, raw",12.4,21.1116,0.7884,56.34824094117647,6.7452,17.405257607843136,4.724873941,3.8544,25.19
"Common bean, Solid white, PI-379502, seeds, raw",11.3,21.3767,1.4192,56.23903476470588,18.0948,14.230243647058826,4.446034823529412,3.548,27.83
"Common bean, Tan, PI-415915, seeds, raw",11.3,21.9089,1.774,56.557050647058816,13.2163,14.886899019607844,4.362445294117648,3.902800000000001,31.64
"Common bean, Solid white, BBL290, seeds, raw",8.8,25.1712,0.912,55.49976017647059,5.654400000000001,13.034754817522156,3.596289411764706,4.2864,34.84
"Common bean, Solid black, PI-189568, seeds, raw",14.8,22.7484,0.9372,54.43633547058823,9.372,15.619783431372545,3.734223823529412,3.9192,30.16
"Common bean, Tan with purple speckles, PI-193572, seeds, raw",9.3,22.2215,1.995400000000001,58.94643147058824,11.0654,13.433104653227677,3.926368470588236,1.7233,37.96
"Common bean, Solid white, PI-206970, seeds, raw",13.6,19.2672,1.2096,57.186157529411766,12.2688,15.605702294117648,4.6659541764705885,3.3696,38.36
"Common bean, Light purple, P1-313667, seeds, raw",10.7,19.3781,1.0716,59.63968411764706,10.8946,16.35509470981504,5.040887705882353,4.0185,31.19
"Common bean, Dark brown, PI-361321, seeds, raw",10.5,19.4215,0.9845,59.55546058823529,12.2615,15.635784454913084,5.018246529411765,3.401,33.7
"Common bean, Solid black, PI-368752, seeds, raw",12.2,19.8428,0.878,57.075588117647065,10.7116,16.29629394117647,5.199539294117647,3.8632,39.82
"Common bean, Light brown, PI-376211, seeds, raw",11,24.208,0.89,55.10403929411764,9.434,13.791949352941176,3.8847974117647057,2.047,31.81
"Common bean, Solid white, PI-379450, seeds, raw",11.7,19.0728,1.5011,58.96491205882353,5.6512,18.24864156862745,5.3632994117647055,1.8543,23.4
"Common bean, Solid white, P1-379451, seeds, raw",9.6,18.8936,1.0848,60.469758352941184,10.4864,15.691836701971903,4.895976470588235,3.977600000000001,34.32
"Common bean, Solid white, P1-416289, seeds, raw",11.8,23.7258,2.4696,53.69927652941176,9.4374,14.31536007843137,4.065752176470589,3.4398,30.35
"Common bean, Solid white, PI-416496, seeds, raw",11.5,19.116,1.1505,58.938405,5.31,17.919229803921567,5.793250882352941,3.717,31.74
"Common bean, Solid black, PI-416683, seeds, raw",8.6,22.85,1.2796,58.193421176470586,5.6668,12.280267064992383,4.119287882352942,2.285,31.56
"Kidney bean, Red with irregular strips, var. Pondo-6, seeds, raw",9.698823529411763,20.165,1.295,63.085,6.958890882352942,20.139856461953563,3.7,4.254999999999999,12.62
"Kidney bean, White, var. Yara-1, seeds, raw",10.136470588235294,20.8992,1.772699999999999,62.511,6.943708294117648,20.16673213,4.198499999999999,3.9186,28.96
"Lima bean, Red-brown, var. TPL 88, seeds, raw",10.24843137254902,20.7675,1.1999,61.7487,6.943708294117648,19.86569360846648,4.9842,3.5997,39.24
"Lima bean, White grey and black eyed, var. TPL 249, seeds, raw",9.310784314,21.9936,2.4128,59.7632,7.561778411764707,20.11234245459202,4.175999999999999,4.4544,18.12
"Pigeon pea, Ash grey and light brown-eyed, var. Ex-Ibadan, seeds, raw",10.715882352941176,20.4268,2.5648,60.6392,7.664246411764706,20.217391461953564,4.3968,3.5724,17.21
"Pigeon pea, Dark brown and black-eyed, var. TUc 5537-1, seeds, raw",10.11,21.2245,2.244,62.458,7.287307823529411,20.04102001227605,4.114000000000001,3.4595,15.41
"Jack bean, White and dark brown-eyed, seeds, raw",10.154117647058822,24.8746,2.245,51.4554,6.609458823529412,15.095157737954924,8.531,2.694,43.47
"Moth bean, seeds, whole, raw",10,22.7,1.8980531764705884,57.7,8.711420235294117,19.149712482764343,5.1,3.5,33.01
"Pigeon pea, seeds, whole, raw",10,21.3,1.539623705882353,54.8,8.220290823529414,18.87001301217612,8.2,4.5,39.77
"Lupin, seeds, raw",12.27,32.670652,8.264166,46.758300000000006,4.726082352941177,15.886097176470589,8.483491,2.640673,46.52
"Lupin, seeds, whole, raw",8.32,29.52096000000001,5.454960000000001,42.66913311764706,5.155894117647058,13.751368529411764,14.85216,2.42952,40.96
"Lupin, seeds, mature, raw",4.9,41.77743,8.33076,35.14292352941177,4.966635294117646,16.85172,5.530253588235293,3.29997,43.39
"Lupin, seeds, mature, raw",4.3,41.78262,6.99567,38.21977059,4.966635294117647,20.16399,5.530253588235293,4.08639,42.65
"Lupin, seeds, mature, raw",6,32.6744,5.734,38.05585294117648,5.101929411764706,19.646,4.641835,3.6096,30.38
"Lupin, seeds, mature, raw",5.1,40.25658000000001,7.18393,38.21977059,5.727658823529412,23.37387,5.530253588235293,3.45436,32.55
"Lupin, seeds, mature, raw",4,40.2816,6.192,38.21977059,6.584529411764706,26.8128,5.248377117647059,2.976,40.95
"Dolichos bean, 'Kala Urahi', Black, white eye, seeds, raw",10.9,26.4627,1.4256,49.837225352941175,5.142595882352942,13.487942823529412,7.234919999999999,3.2967,37.15
"Dolichos bean, 'Boga Urahi', Cofee-brown, white eye, seeds, raw",11.16,27.80692,1.3326,49.739024294117655,5.142595882352942,14.918053607843136,8.555292000000001,2.93172,30.74
"Dolichos bean, 'Rangee Urahi', Reddish brown, white eye, seeds, raw",12.91,24.12393,1.56762,49.14811823529413,8.358892588235294,13.51505782352941,6.636258000000001,2.96106,25.59
"Dolichos bean, 'Kajala Urahi', Mottled black, white eye, seeds, raw",12.98,19.49248,1.7404,55.21074176470588,6.461120294117647,17.650602352941178,7.283573999999999,3.39378,24.12
"Dolichos bean, 'Mattar Urahi', Brown, white eye, seeds, raw",13.29,22.97815,1.64749,51.388444588235295,7.952415941,14.061786019607842,7.587125000000001,2.94814,40.43
"Faba bean, 'Kalimattar', black, seeds, raw",10.4,20.3,1.3,55,8.685614352941178,18.338052227862388,9.8,3.1,21.2
"Faba bean, 'White', seeds, raw",10.4,18.5,2.9,58,6.378535294117647,20.15403487492121,7.2,3,47.54
"Rice bean, 'RBL-4', seeds, brown, raw",10.3,15.4284,0.43953,65.73285376470588,5.0232,11.12213188235294,5.9202,3.8571,26.47
"Rice bean, 'RBL-6', seeds, light brown, raw",10.5,15.752,0.43855,65.03549435294117,4.5645,12.274378941176469,6.7125,3.759,25.16
"Rice bean, 'RBL-121', seeds, greenish brown, raw",10.4,16.128,0.46592,62.39505023529412,4.8384,12.274378941176469,6.4512,3.9424,32.77
"Rice bean, 'Beziamah', seeds, light brown, raw",10.6,15.1086,0.41124,66.706886,4.3806,11.122131882352942,5.6322,3.933600000000001,22.93
"Adzuki bean, whole seeds, raw",12.3,22.1004,0.63144,50.0767,8.270390647058823,17.634385960784314,5.2315991764705885,2.8064,25.79
"Rice bean, whole seeds, raw",11.7,23.3995,0.59161,43.7968,8.736533764705882,19.297062019607843,5.087171529411765,3.47902,44.56
"Hyacinth bean, whole seeds, raw",11.4,22.0614,2.29474,43.5912,7.8084161176470595,20.33245825490196,4.945525529411765,3.33136,39.71
"Rice bean, var. RB-4, seeds, raw",10.34,17.2,3.292037176470588,52.892409058823525,5.6,18.82700570588236,6.64,4.4,28.15
"Rice bean, var. RB-32, seeds, raw",10.36,17.5,3.060662117647059,51.60437164705883,5.6,20.87561547058824,7.72,4.42,33.06
"Rice bean, var. RB-37, seeds, raw",10.49,18.5,3.5146321176470594,52.62683635294118,4.8,21.39910286,7.45,4.18,22.37
"Rice bean, var. RB-40, seeds, raw",10.6,18.1,2.778685647058824,53.58973188235295,5.1,20.67557345098039,6.8,4.47,24.67
"Rice bean, var. RB-53, seeds, raw",10.28,18.1,3.406736823529412,53.36902894117648,5,20.554341129823165,6.84,4.42,34.78
"Green gram, var. K-851, seeds, raw",10.81,20.6,2.8210188823529414,57.15673341176472,5.9,18.110509294117644,4.86,3.36,27.61
"Black gram, var. MT-9, seeds, raw",11.07,20.2,2.669370470588235,54.72389776470588,3.3,17.448743274509805,7.19,3.64,29.2
"Common bean, Sen46, black, seed, raw",11.57,21.57692,0.6632250000000001,57.412618,5.376544,21.178985,4.726445117647058,3.669845000000001,36.96
"Common bean, INTA Linea 628-08, bright red, seed, raw",12.96,20.28032,0.7398399999999999,58.60582876470588,4.804607999999999,20.619776,5.060423941,4.056063999999999,31.57
"Common bean, INTA Linea 628-09, dark red, seed, raw",13.51,19.20078,0.8821979999999999,58.713991588235295,5.639147999999999,20.281905,5.011041588235294,4.142871,19.64
"Common bean, INTA Rojo, non uniform red, seed, raw",13.29,20.37685,0.919126,57.934722882352936,6.581289000000001,22.076366,4.752960705882352,3.884608000000001,35.73
"Common bean, 'Mexican 142', seed, raw",10.7,27.5,2.5,50.9,5.807070588235294,14.43266643137255,4.6,3.8,37.05
"Common bean, 'Red Kidney', seed, raw",13,25.3,2,53.2,8.752326117647058,14.285197843137254,3.3,3.3,22.52
"Common bean, 'Rosecoco', seed, raw",11.5,28,2.7,50.6,5.807070588235295,14.43266643137255,4.1,3.2,36.48
"Common bean, 'Red Haricot', seed, raw",11.6,27.1,2.8,50.4,5.807070588235295,14.432666431372551,4.1,4.1,39.3
"Common bean, Mwitemania, seed, raw",10.8,30.2,1.9,48.7,5.842364705882353,14.082916352941176,4.3,4.3,30.5
"African Yam bean, seed, raw",9.27,23.53,1.51,60.16,6.948847058823529,18.3639803,2.27,3.27,24.43
"Lima bean, seed, raw",9.32,24.46,5.93,54.43,5.062782352941177,16.274385764705883,2.51,3.37,27.21
"Lima bean, var. Ukpa, seed, raw",2.7,23.17,0.21,54.55861176470589,4.48,18.4,3.6469635294117646,2.78,30.98
"Pigeon pea, seed, raw",9.7,22.04,2.7,62.06,8.232294118,19.314418365117287,2.2,1.3,25.68
"Bambara groundnut, seed, raw",14.03,22.06,2.02,55.63,8.327840529411764,18.009397784313727,2.31,3.97,34.46
"Lima bean, seed, raw",14.02,25.01,3.05,51.64,9.285284764705883,13.777653313725487,1.98,4.31,44
"Pigeon pea, seed, raw",15.13,25.98,1.91,48.31,8.614920058823529,14.67633660784314,4.62,4.06,42.49
"Pigeon pea, seed, raw",13.99,26.06,2.36,49.4,8.795531352941179,14.41890331372549,4.06,4.14,36.78
"Lentil, Brown, seed, raw",10.7,22.88759,1.9646,43.4891,4.473929999999999,18.34507623529412,5.397161294117647,2.47361,36.18
"Lentil, Red, Sazak 91, seed, raw",11,24.7865,0.9434,52.32862005882353,5.174854705882352,13.487942823529412,4.0139,3.0438,34.06
"Lentil, Green, Kayı 91, seed, raw",10.6,24.71016,0.67944,53.10525941176471,5.221454705882353,13.487942823529412,3.3972,1.90422,28.31
"Lentil, Red, Kafkas, seed, raw",9.4,24.76098,0.91506,52.42507505882353,5.095237058823529,13.487942823529412,5.435999999999999,2.7633,36.02
"Lentil, Red, Çiftçi, seed, raw",8.9,24.6881,1.05676,55.03863035294118,5.095237058823529,13.487942823529412,4.035729999999999,2.16818,29.5
"Lentil, Red, Özbek, seed, raw",8.9,24.76098,0.98388,53.27928094117648,5.095237059,13.603563,5.465999999999999,2.769439999999999,36.01
"Lentil, Red, Fırat 87, seed, raw",7.2,24.74048,0.86304,54.864178,5.171707647058823,13.651625641051568,4.890559999999999,2.24576,30.64
"Lentil, Red, Cagıl, seed, raw",8,24.6836,1.2604,54.317445647058825,5.095237058823529,13.468513705882351,4.7932,2.5852,26.22
"Lentil, Red, Seyran 96, seed, raw",7.5,24.7715,1.332,55.23895741176472,5.171707647058824,13.216151235294118,4.4215,2.3495,34.66
"Lentil, Red, Altıntoprak, seed, raw",8.1,24.79462,1.13956,55.23871476470589,5.095237059,13.603563,4.4112,2.86728,42.02
"Lentil, Red, Local red, seed, raw",8.3,24.79568,1.06372,54.36126770588236,5.095237058823529,13.603562999999998,4.493300000000001,2.90689,31.91
"Chickpea, var. Kabuli, seed, raw",7.69,21.07,5.94,51.829378,3.768552941,19.47876470588235,6.56,2.7,34.21
"Mung bean, var. KM-1, seed, raw",10.5,21.0325,1.60205,58.775034294117646,8.679984941176471,16.49635288235294,4.3139,3.28465,30.38
"Chickpea, var. Lawaghar, seed, raw",9,16.198,5.278,54.41411764705882,5.040764705882353,17.73171376470588,5.896800000000001,1.6653,18.5
"Chickpea, 'Sultano', seed, raw",9.77,19.33,4.69,57.98,4.597741176470588,18.17968020001112,5.1,3.13,26.48
"Chickpea, 'Cairo', seed, raw",10.19,20.51,4.04,57.29,6.407435294117647,19.543049365117284,5.08,2.89,19.78
"Chickpea, 'Vulcano', seed, raw",9.36,20.54,5.6,56.79,3.565294117647059,18.177030639627088,4.93,2.78,31.32
"Chickpea, 'Etna', seed, raw",10.01,20.34,6.01,54.72,4.351505882352941,17.811506392156865,5.71,3.21,32.97
"Chickpea, 'Principe', seed, raw",9.83,17.51,4.23,59.92,6.470188235294118,18.773673847069944,5.47,3.04,35.54
"Chickpea, 'Molian', seed, raw",9.91,23.53,4.4,54.15,5.876394117647059,16.162312725490196,5.04,2.97,26.42
"Chickpea, 'PA 21', seed, raw",10.15,20.74,6.19,55.4,3.3670588235294114,17.833467176470588,4.8,2.72,14.4
"Chickpea, 'PA 3', seed, raw",10.11,18.96,5.5,56.68,4.543858823529412,17.777030639627093,6.01,2.74,32.87
"Chickpea, 'PA 34', seed, raw",10.24,20.61,5.95,55.13,4.237976470588235,17.811506392156865,5.12,2.95,26.68
"Chickpea, 'Ares', seed, raw",9.83,20.56,4.7,56.81,4.128,18.81697093374473,4.87,3.23,21.75
"Chickpea, 'Corlian', seed, raw",10.43,20.26,5.67,55.61,4.543858823529412,17.811506392156865,5.11,2.92,47
"Chickpea, 'Visir', seed, raw",9.99,15.22,5.28,62.13,5.355505882352941,16.874715588235293,4.65,2.73,38.16
"Chickpea, 'Cancellara', seed, raw",9.56,19.61,5.24,56.83,4.327976470588235,17.77703063962709,6.02,2.74,17.35
"Chickpea, 'Krema', seed, raw",9.77,17.96,4.95,59.08,4.543858823529412,18.37945731765818,5.34,2.9,27.91
"Chickpea, 'Nero', seed, raw",9.86,18.92,4.55,57.72,4.543858823529412,18.17968020001112,5.67,3.28,29.74
"Chickpea, Desi, var. CM 72, seed, raw",7.6,22.5,2.05,50.25020564705883,5,13.12297133154098,13.2,3.1,29.2
"Chickpea, Desi, var. Bittal 98, seed, raw",6.7,22.25,2.07,47.79130094117647,5.1,12.846085102851111,13.7,3.22,45.96
"Chickpea, Desi, var. Punjab 2000, seed, raw",6.3,22.19,2.1,46.86219505882353,5,12.84608510285111,14.1,3.15,49.01
"Chickpea, Kabuli, seed, raw",13.4,20,13.5,52.32077694117647,3.658823529411765,19.834432058823527,6.4,3.5,31.6
"Bambara nut, KARI/BN/  BK- 3, seed, raw",11.22,16.06,6.24,34.3,6.3617,28.9,5.1141263529411765,3.21,36.54
"Bambara nut, KARI/BN/ 4, seed, raw",9.33,19.2,6.27,32,7.348470588235294,29.5,6.019688529411765,3.74,37.76
"Bambara nut, KARI/BN/ 13, seed, raw",8.88,19.34,6.84,31.2,6.919017647058824,30.4,6.397125352941177,3.41,26.63
"Bambara nut, KARI/BN/ 21, seed, raw",8.67,17.7,7.27,38.3,4.257388235294118,24,4.783101647058823,3.93,33.41
"Cowpea, L25, raw",11.388235294117647,19.43688,2.041764,51.427488,8.123094117647058,12.607224,6.348754764705882,3.646644,31.33
"Cowpea, IT84E/108, raw",10.215294117647058,23.7299,1.606525,47.253375,8.781741176470588,13.130425,6.564488764705882,4.029775,36.51
"Cowpea, IFE BIMPE, raw",10.909411764705885,23.242187,1.651865,51.60962000000001,8.951482352941175,9.10758,6.902634529411764,3.678748000000001,38.88
"Cowpea, IT85F/3106, raw",10.443529411764708,23.43967600000001,1.678088,50.369418,9.547452941,10.336308,6.558063941,3.427584,24.79
"Cowpea, H 113-4, raw",11.221176470588237,18.496192,2.173392,54.52262399999999,7.910647058823529,10.670192,5.9674055294117645,3.5776,31.92
"Cowpea, K59, raw",10.368235294117646,20.761345,1.958955,52.58765500000001,8.263429411764706,10.93079,6.809916823529412,3.211255,27.97
"Cowpea, IFH 101, raw",9.854705882352942,25.331988,1.303196,47.7541,8.345341176470589,11.541318,5.070361647058824,3.338324000000001,23.71
"Cowpea, IT 81D-975, raw",10.498235294117649,21.121384,1.563216,54.12860000000001,7.8848705882352945,9.56796,7.227460235294117,3.45884,39.63
"Cowpea, TVx 3236, raw",10.45764705882353,22.608025,1.23855,53.230725,9.361223529411763,9.53145,6.672671294117646,3.14125,32.27
"Cowpea, 12 AK, raw",9.877647059,21.29792,1.39776,51.27807999999999,8.063882352941178,12.12288,6.410740117647059,3.50336,30.9
"Cowpea, IT 83s -797, raw",10.09705882352941,21.447458,1.401853,50.868513,7.907482352941177,12.304162,6.682141176470587,3.348375,33.56
"Cowpea, MP BROWN, raw",10.84294117647059,22.3575,1.690227,50.86778400000001,8.499882352941178,10.516968,6.183886588235294,3.988578,27.6
"Cowpea, IFE BROWN, raw",10.809411764705883,23.74416,1.870752,51.283788,9.273823529411766,9.326778,6.602929941176471,3.723516,34.56
"Common bean, Carioca, seeds, raw",13.99666666666667,19.98188405797102,1.256666666666667,57.934722882352936,7.2352915294117635,18.42,4.594297470588236,3.543333333333333,41.53
"Common bean, Jalo, seeds, raw",13.53333333333333,20.10416666666667,0.9466666666666668,57.934722882352936,8.324347059,30.32,4.699012176470588,3.936666666666667,23.74
"Common bean, Black, seeds, raw",14.87666666666666,21.34420289855072,1.24,58.537535294117646,8.304875823529411,21.83333333333333,4.264763470588235,3.786666666666666,21.56
"Common bean, Rajado, seeds, raw",14.96333333333333,17.27083333333333,1.17,58.90833635294118,7.584067352941177,24.00666666666667,5.245827764705883,3.666666666666667,41.07
"Common bean, Rosinha, seeds, raw",11.95333333333333,20.91666666666667,1.33,57.798577,7.268856,20.62666666666667,4.942088705882353,3.576666666666666,28.58
"Common bean, Roxo, seeds, raw",12.63666666666666,22.16666666666667,1.236666666666667,56.42321994117646,8.445501764705881,33.84333333333333,4.238365176470587,3.973333333333333,37.72
"White lupin, fruits, seeds, raw",74.79,14.28666666666667,2.2068270588235297,0.18,15.072158823529412,8.176666666666668,3.0917511764705883,0.4599999999999999,9.82
"Cowpea, legume, fresh, raw",88.64666666666666,3.23,0.6774529411764706,3.686666666666667,4.0976,3.306666666666666,1.5647058823529412,0.66,9.13
"Marula, nut, raw",4,28.3,1.6456757647058824,3.7,5.179741176470588,17.237186576839036,2.9,3.8,41.8
"Baobab, dead-rat tree/ monkey-bread tree/ upside-down tree/ cream of tartar tree, fruit flesh, raw
",8.1,33.7,30.6,4.8,2.8705882352941177,17.286364705882352,16.9,5.9,58.16
"Nut, raw",1.9,26.3,1.2540666470588235,1,4.825358823529412,17.644184552631234,2.6,2.3,42.19
"Mobola Plum, nut, raw",2.6,28.7,1.6456757647058822,3.7,4.8273882352941175,17.499320246748884,4.3,2.7,27.39
"Nara, nut, raw",5.3,30.7,1.620444705882353,2.3,5.834682352941177,17.221389922764565,1.3,3.4,34.54
"Tsama melon, seed without testa, raw",5.7,17.9,20.2,12.5,3.757058823529412,16.442529411764706,6.558823529411765,1.9,22.32
"Oyster nut, seed without testa, raw",2.8,22.9,1.2063158235294118,6.4,4.531829411764706,17.868359411116757,3.5,2.8,30.67
"Mongongo fruit/ mongongo nut/ manketti nut, raw",4.2,26.3,1.3561950588235292,4.6,4.825358823529411,17.826537493807706,2.7,4.1,18.25
"Apple-ring Acacia/ Ana Tree/ Winter Thorn, seed without testa, raw",6.5,24.8,2.2,55.8,5.616147059,15.386478011433132,6.8,3.9,45.26
"Camel Thorn/ Giraffe Thorn, seed without testa, raw",8,25.8,4.6,46,4.717241176470588,15.744153170463331,11.4,4.2,35.36
"Seed without testa, Bauhinia petersiana, raw",6.8,22.9,13.1,40.2,2.2588235294117647,18.62376470588235,12.9,4.1,45.16
"African Rosewood/ False Mopane/ Rhodesian Copalwood, seed without testa, raw",9.1,14.3,8,62.3,4.775429411764706,16.475146960784315,4.4,1.9,33.86
"Hyacinth bean/ Indian bean/ Egyptian bean, seed without testa, raw",9.9,19.7,1,58.2,7.065205882352941,21.876749219618965,7.8,3.4,21.89
"Camel-foot, seed without testa, raw",9.9,22.7,2.7,53.4,8.558479059,15.190899176470586,7.9,3.4,43.89
"Karoo boer-bean, seed without testa, raw",8,11.6,2.6,62.7,8.671788235294118,9.944321518,13,2.5,30.01
"Morama bean, seed without testa, raw",3.7,32.9,5.579743059,20.5,5.464447059,15.899371999999998,2.1,3,39.18
"Creeping bauhinia/ Marama bean/ Tamani berry, seed without testa, raw",9.2,22,14.2,32.9,2.2588235294117647,19.742941176470588,18.2,3.5,58.6
"Bambara groundnut, seed without testa, raw",7.3,18.4,6.9,59.5,4.292682352941177,18.16800005491308,4.3,3.6,11.14
"Mashatu tree/ Nyala tree, seed without testa, raw",9,11.2,16.3,55.3,3.647058823529412,18.190699901960784,5.9,2.3,25.66
"Natal Mahogany, seed without testa, raw",49,4.9,27.8,14,32.06470588235294,8.428627450980391,2.5,1.8,10.94
"Common signal grass, seed without testa, raw",5.8,8.1,1.9,42.2,11.473135294117649,13.056578621862949,3.336265176470588,7.6,36.84
"Egyptian crowfoot grass, seed without testa, raw",7.5,9.8,1.8,59.6,11.15004117647059,10.519915406176672,17,4.3,33.76
"Finger millet, seed without testa, raw",9.2,6.2,1.5,75.1,13.472517647058824,2.334731176470588,2.9,5.1,19.31
"African bristlegrass, seed without testa, raw",5,11.1,2.1,41.3,8.673405882352942,16.279995111667773,4.932688941176471,10.6,39.73
"Foxtail bristlegrass, seed without testa, raw",8.4,14.3,4.8,61.3,6.1760294117647065,16.156533898050338,8.1,3.1,17.83
"Seed without testa, raw",8,16.6,3.237459588235294,37.1,6.9123,18.995505760795435,1.5,3.2,20.14
"Lowveld Chestnut, seed without testa, raw",15.1,16.2,18.5,45.3,3.735294117647059,19.211764705882352,1.2,3.7,33.76
"Giant White Bird of Paradise/ Wild Banana, seed without testa, raw",1.9,3.6,3.251744117647059,10.5,12.356570588235297,7.863402002655384,17.8,0.5,33.45
"Baobab, seed, raw",4.3,18.4,2.013991529411765,45.1,5.504741176470588,18.20383801,16.2,3.8,39.78
"Baobab, seed flour, raw",4.8,34.5576,7.756574588235293,28.832261764705883,10.7,13.4232,5.733746764705884,8.6632,51.81
"Sour sop, seed flour, raw",8.5,2.4,20.5,47.1,7.473494117647059,15.017324725490196,8,3.790735019607842,29.98
"Back velvet tamarind, seed, raw",5.9,15.7,5.4,64,5.710352941,17.607452182231178,6.6,2.5,47.11
"Leaf, raw",83,2.4,0.3,10.8,6.953694117647059,4.421035294117647,1.7,1.8,3.1
"Leaf, Amaranthus hybridus vaRaphionacme hybridus, raw",84.9,3.5,0.3,6.9,6.212382352941177,4.578801960784314,1.5,2,21.43
"Slim amaranth, leaf, raw",84.9,3.4,0.2,5,5.469352941176471,5.019313725490196,2.4,4.1,15.71
"Spiny amaranth/ prickly amaranth/ thorny amaranth, leaf, raw",84.9,5,0.2,3.5,5.023882352941176,4.357549019607842,1.3,5.1,21.29
"Thunberg's amaranth, leaf,  raw",84.9,4,0.2,3.7,5.469352941,4.479723529411764,2.6,4.7,11.38
"Karee, leaf, raw",86.4,1.8,0.3,8.7,6.491558823529411,2.807331372549019,1.7,1.1,18.64
"Indian Pennywort/ Pennywort, leaf, raw",81.5,3.2,1.3,8.3,6.502747058823529,5.938831373,2.4,3.3,25.6
"Leaf, raw",85.6,3.8,0.8,5.5,5.1059117647058825,3.870605882352941,2,2.3,11.25
"African heart-vine, leaf, raw",85,3.5,0.5,6.7,6.212382352941177,4.643115686,2,2.2,8.58
"Spanish needle, leaf, raw",84.8,3.4,0.4,7.1,6.212382352941177,4.685647058823529,1.7,2.6,18.17
"Flax-leaf fleabane/ Wavy-leaf fleabane, leaf, raw",79.4,3.2,0.2,10.4,9.063982352941178,5.122223529411764,3.3,3.5,17.68
"Guasca/ Mielcilla/ Galinsoga/ gallant soldier, leaf, raw",88.4,3.2,0.4,5.2,4.795841176470588,2.841645098039216,1.1,1.7,10.82
"Sharp-fringed sow thistle/ Prickly sow thistle/ Spiny sow thistle/ Spiny-leaved sow thistle, leaf, raw",87.7,2.3,0.5,4.7,4.624017647058824,3.287527450980392,1.6,3.2,15.36
"Sowthistle/ Sow thistle/ Smooth sow thistle/ Annual sow thistle/ Hare's Colwort/ Hare's thistle/ Milky tassel/ Swinies, leaf, raw",89.9,2.2,0.5,2.9,2.7504529411764707,3.680156862745098,1.5,3,21.81
"Milk thistle, leaf, raw",89.2,2.8,0.4,4.9,4.7229,2.829254901960784,1.1,1.6,7.71
"Wild Radish/ Jointed charlock, leaf, raw",87.4,3.7,0.3,4.1,4.296958823529412,3.3136058823529417,1.4,3.1,34.49
"Leaf, raw",82.4,4.9,0.3,6.2,6.297647059,6.237125490196079,3,3.2,11.81
"African turnip weed, leaf, raw",79,5.1,0.3,5.5,10.211570588235295,5.848243137254902,3,7.1,26.91
"African cabbage, leaf, raw",85,4.6,0.9,3.8,5.469352941176471,4.798547058823529,2.5,3.2,22.99
"Chickweed, leaf, raw",89.1,2.5,0.4,4.6,4.519017647058824,2.8635862745098035,1.6,1.8,3.26
"Lamb's quarters/ goosefoot/ fat-hen, leaf, raw",85,4.4,0.3,4.3,5.115823529411765,4.084821568627452,1.6,4.4,4.72
"Leafy goosefoot, leaf, raw",82.8,3,0.3,7.3,6.297647059,5.699647059,3.4,3.2,22.96
"Nettle-leaved Goosefoot/ Australian-spinach/ salt-green/ sowbane, leaf, raw",81.8,4.8,0.4,5.2,6.3586294117647055,6.237125490196077,2.4,5.4,22.56
"Obscure morning glory/ Small white morning glory, leaf, raw",56.6,8.8,1.4,21.9,30.75819588235294,6.593392156862745,7.4,3.9,32.24
"Leaf, raw",92.2,1.3,0.3,3.4,2.6263941176470587,2.1633235294117648,1.2,1.6,14.05
"African cucumber/ balsam apple/ balsam pear/ balsamina/ southern balsam pear, leaf, raw",75.4,6.4,0.2,9.2,12.041411764705884,5.249713725490195,3.9,4.9,23.44
"River pumpkin, leaf, raw",93.1,0.6,0.1,3,2.5520529411764707,1.7943019607843138,2.1,1.1,9.46
"Zebra leaf aloe/ Tiger aloe, leaf, raw",93.2,0.5,0.1,5.1,3.405705882352941,1.4519921568627454,0.1,1,6.78
"Leaf, raw",47,3.3,0.4,47.8,42.07823529411764,9.225978,0.7,0.8,17.38
"Awned squill, leaf, raw",70.9,2.3,0.2,24.4,20.005431176470587,4.672164705882353,0.7,1.5,7.28
"Angled ice plant, leaf, raw",91.3,1.3,0.1,0.9,2.835570588235294,3.627215686274509,0.8,5.6,14.38
"Common dock/ smooth dock, leaf, raw",82.8,4.6,0.7,8.2,6.297647059,5.175137254901961,1.8,1.9,8.35
"Dwarf Jade Plant/ Elephant's Food/ Elephant Bush, leaf, raw",84,1.4,0.4,10.3,6.507405882352941,4.411,1.9,2,13.56
"Verdolaga/ Pigweed/ Little Hogweed/ Pusley, leaf, raw",93.2,2.2,0.1,2,2.614817647058824,2.0342745098039217,1,2.5,15.68
"Leaf, raw",87.1,2,0.4,7.7,5.603429411764705,3.093527450980392,1.2,1.6,5.96
"Leaf, raw",73.3,1.1,0.8,19,16.07934117647059,4.577929411764706,1.2,4.6,0.62
"Kalahari butterweed, leaf, raw",93.1,1.6,0.2,4.2,2.604876470588235,1.6672627450980393,0.7,0.2,5.25
"Leaf, raw",91,3.4,0.1,3.5,2.636335294117647,2.2998235294117646,0.6,1.4,18.93
