Moisture,Protein,Fat,Total Carbohydrates,Sugars,Dietary Fiber,Crude Fiber,Ash
10.215294117647058,23.7299,1.606525,47.253375,8.781741176470588,13.130425,6.5644887647058825,4.029775
10.909411764705885,23.242187,1.651865,51.60962000000001,8.951482352941175,9.10758,6.902634529411764,3.678748000000001
10.443529411764708,23.43967600000001,1.678088,50.369418,9.547452941176472,10.336308,6.55806394117647,3.427584
11.221176470588235,18.496192,2.173392,54.52262399999999,7.910647058823529,10.670192,5.9674055294117645,3.5776
10.368235294117646,20.761345,1.958955,52.58765500000001,8.263429411764706,10.93079,6.809916823529412,3.211255
9.854705882352944,25.331988,1.303196,47.7541,8.345341176470589,11.541318,5.070361647058824,3.338324000000001
10.498235294117647,21.121384,1.563216,54.12860000000001,7.8848705882352945,9.56796,7.227460235294118,3.45884
10.457647058823529,22.608025,1.23855,53.230725,9.361223529411765,9.53145,6.672671294117648,3.14125
9.87764705882353,21.29792,1.39776,51.27807999999999,8.063882352941176,12.12288,6.410740117647059,3.50336
10.09705882352941,21.447458,1.401853,50.868513,7.907482352941177,12.304162,6.682141176470587,3.348375
10.84294117647059,22.3575,1.690227,50.86778400000001,8.499882352941176,10.516968,6.183886588235294,3.988578
10.809411764705883,23.74416,1.870752,51.283788,9.273823529411766,9.326778,6.602929941176471,3.723516
13.99666666666667,19.98188405797102,1.256666666666667,57.934722882352936,7.235291529411765,18.42,4.594297470588235,3.543333333333333
13.53333333333333,20.10416666666667,0.9466666666666668,57.934722882352936,8.32434705882353,30.32,4.699012176470588,3.936666666666667
14.87666666666666,21.34420289855072,1.24,58.537535294117646,8.304875823529411,21.83333333333333,4.264763470588235,3.786666666666666
14.96333333333333,17.27083333333333,1.17,58.90833635294118,7.584067352941177,24.00666666666667,5.245827764705883,3.666666666666667
11.95333333333333,20.91666666666667,1.33,57.798576999999995,7.268856,20.62666666666667,4.942088705882353,3.576666666666666
12.63666666666666,22.16666666666667,1.236666666666667,56.42321994117647,8.445501764705881,33.84333333333333,4.238365176470587,3.973333333333333
74.79,14.28666666666667,2.2068270588235293,0.18,15.072158823529412,8.176666666666668,3.0917511764705883,0.4599999999999999
88.64666666666666,3.23,0.6774529411764706,3.686666666666667,4.0976,3.306666666666666,1.5647058823529412,0.66
4.0,28.3,1.6456757647058826,3.7,5.179741176470587,17.23718657713146,2.9,3.8
8.1,33.7,30.6,4.8,2.8705882352941177,17.286364705882352,16.9,5.9
1.9,26.3,1.2540666470588235,1.0,4.825358823529412,17.6441845531521,2.6,2.3
2.6,28.7,1.6456757647058824,3.7,4.8273882352941175,17.499320247041307,4.3,2.7
5.3,30.7,1.620444705882353,2.3,5.834682352941177,17.22138992305699,1.3,3.4
5.7,17.9,20.2,12.5,3.757058823529412,16.442529411764706,6.558823529411765,1.9
2.8,22.9,1.2063158235294118,6.4,4.531829411764706,17.868359411637623,3.5,2.8
4.2,26.3,1.3561950588235292,4.6,4.825358823529411,17.82653749432857,2.7,4.1
6.5,24.8,2.2,55.8,5.616147058823529,15.386478011433132,6.8,3.9
8.0,25.8,4.6,46.0,4.717241176470588,15.744153170463331,11.4,4.2
6.8,22.9,13.1,40.2,2.2588235294117647,18.62376470588235,12.9,4.1
9.1,14.3,8.0,62.3,4.775429411764706,16.475146960784315,4.4,1.9
9.9,19.7,1.0,58.2,7.065205882352941,21.876749219618965,7.8,3.4
9.9,22.7,2.7,53.4,8.55847905882353,15.190899176470586,7.9,3.4
8.0,11.6,2.6,62.7,8.671788235294118,9.94432151819956,13.0,2.5
3.7,32.9,5.57974305882353,20.5,5.46444705882353,15.899371999999998,2.1,3.0
9.2,22.0,14.2,32.9,2.2588235294117647,19.742941176470588,18.2,3.5
7.3,18.4,6.9,59.5,4.292682352941178,18.168000055141523,4.3,3.6
9.0,11.2,16.3,55.3,3.6470588235294117,18.190699901960787,5.9,2.3
49.0,4.9,27.8,14.0,32.06470588235294,8.428627450980391,2.5,1.8
5.8,8.1,1.9,42.2,11.473135294117649,13.056578621862947,3.336265176470588,7.6
7.5,9.8,1.8,59.6,11.15004117647059,10.519915406176672,17.0,4.3
9.2,6.2,1.5,75.1,13.472517647058824,2.334731176470588,2.9,5.1
5.0,11.1,2.1,41.3,8.673405882352942,16.279995111896213,4.932688941176472,10.6
8.4,14.3,4.8,61.3,6.1760294117647065,16.15653389827878,8.1,3.1
8.0,16.6,3.237459588235294,37.1,6.9123,18.995505761023875,1.5,3.2
15.1,16.2,18.5,45.3,3.735294117647059,19.211764705882356,1.2,3.7
1.9,3.6,3.251744117647059,10.5,12.356570588235295,7.863402002655384,17.8,0.5
4.3,18.4,2.0139915294117645,45.1,5.504741176470588,18.203838010720567,16.2,3.8
4.8,34.5576,7.756574588235293,28.832261764705883,10.7,13.4232,5.7337467647058835,8.6632
8.5,2.4,20.5,47.1,7.473494117647058,15.017324725490196,8.0,3.7907350196078426
5.9,15.7,5.4,64.0,5.71035294117647,17.607452182459618,6.6,2.5
83.0,2.4,0.3,10.8,6.953694117647059,4.421035294117647,1.7,1.8
84.9,3.5,0.3,6.9,6.212382352941177,4.578801960784313,1.5,2.0
84.9,3.4,0.2,5.0,5.469352941176472,5.019313725490196,2.4,4.1
84.9,5.0,0.2,3.5,5.023882352941176,4.357549019607842,1.3,5.1
84.9,4.0,0.2,3.7,5.469352941176471,4.479723529411764,2.6,4.7
86.4,1.8,0.3,8.7,6.491558823529411,2.807331372549019,1.7,1.1
81.5,3.2,1.3,8.3,6.502747058823529,5.9388313725490205,2.4,3.3
85.6,3.8,0.8,5.5,5.1059117647058825,3.870605882352941,2.0,2.3
85.0,3.5,0.5,6.7,6.212382352941177,4.64311568627451,2.0,2.2
84.8,3.4,0.4,7.1,6.212382352941177,4.685647058823529,1.7,2.6
79.4,3.2,0.2,10.4,9.063982352941178,5.122223529411764,3.3,3.5
88.4,3.2,0.4,5.2,4.795841176470589,2.8416450980392156,1.1,1.7
87.7,2.3,0.5,4.7,4.624017647058824,3.287527450980392,1.6,3.2
89.9,2.2,0.5,2.9,2.7504529411764707,3.680156862745098,1.5,3.0
89.2,2.8,0.4,4.9,4.7229,2.829254901960784,1.1,1.6
87.4,3.7,0.3,4.1,4.296958823529411,3.3136058823529417,1.4,3.1
82.4,4.9,0.3,6.2,6.29764705882353,6.237125490196078,3.0,3.2
79.0,5.1,0.3,5.5,10.211570588235295,5.848243137254901,3.0,7.1
85.0,4.6,0.9,3.8,5.469352941176471,4.798547058823529,2.5,3.2
89.1,2.5,0.4,4.6,4.519017647058824,2.8635862745098035,1.6,1.8
85.0,4.4,0.3,4.3,5.115823529411765,4.084821568627452,1.6,4.4
82.8,3.0,0.3,7.3,6.2976470588235305,5.699647058823529,3.4,3.2
81.8,4.8,0.4,5.2,6.3586294117647055,6.237125490196077,2.4,5.4
56.6,8.8,1.4,21.9,30.75819588235294,6.593392156862745,7.4,3.9
92.2,1.3,0.3,3.4,2.6263941176470587,2.1633235294117648,1.2,1.6
75.4,6.4,0.2,9.2,12.041411764705883,5.249713725490196,3.9,4.9
93.1,0.6,0.1,3.0,2.5520529411764707,1.794301960784314,2.1,1.1
93.2,0.5,0.1,5.1,3.4057058823529416,1.4519921568627452,0.1,1.0
47.0,3.3,0.4,47.8,42.07823529411765,9.225978000000001,0.7,0.8
70.9,2.3,0.2,24.4,20.005431176470587,4.672164705882353,0.7,1.5
91.3,1.3,0.1,0.9,2.835570588235294,3.6272156862745093,0.8,5.6
82.8,4.6,0.7,8.2,6.29764705882353,5.175137254901961,1.8,1.9
84.0,1.4,0.4,10.3,6.50740588235294,4.411,1.9,2.0
93.2,2.2,0.1,2.0,2.614817647058824,2.0342745098039217,1.0,2.5
87.1,2.0,0.4,7.7,5.603429411764705,3.093527450980392,1.2,1.6
73.3,1.1,0.8,19.0,16.07934117647059,4.577929411764706,1.2,4.6
93.1,1.6,0.2,4.2,2.604876470588235,1.6672627450980393,0.7,0.2
91.0,3.4,0.1,3.5,2.636335294117647,2.2998235294117646,0.6,1.4
82.8,4.9,0.6,7.3,6.29764705882353,5.709960784313726,1.7,2.7
82.5,5.3,0.4,5.3,6.29764705882353,6.2141254901960785,2.8,3.7
72.1,4.8,0.7,12.9,15.413570588235292,5.1651058823529405,6.5,3.0
70.5,4.6,0.5,13.6,18.478829411764707,5.165105882352941,7.3,3.5
80.2,5.4,0.7,6.7,8.733335294117648,6.430792156862744,2.1,4.9
88.4,0.7,0.2,7.8,5.777194117647059,2.621488235294118,1.6,1.3
93.9,0.3,0.2,4.1,2.8438176470588235,1.6683411764705884,0.7,0.8
94.7,0.6,0.1,3.6,2.670641176470588,1.677949019607843,0.4,0.6
93.6,0.7,0.3,3.2,2.5520529411764707,1.7925372549019607,0.9,1.3
94.2,0.2,0.02,4.1,3.1914058823529414,1.6683411764705884,0.8,0.7
91.1,0.8,0.2,5.3,3.6825176470588237,2.0539843137254903,1.1,1.5
73.9,1.2,0.2,14.2,13.705335294117647,4.809399999999999,9.8,0.7
89.6,0.8,0.1,6.1,4.626194117647059,2.251786274509804,2.2,1.2
84.9,2.2,0.5,7.5,6.517088235294118,4.599880392156863,2.8,2.1
93.5,0.3,0.1,5.5,3.405705882352941,1.4332274509803922,0.2,0.4
76.1,5.0,0.7,13.5,11.717223529411765,4.124635294117647,3.5,1.2
90.8,2.1,0.1,5.0,3.5227529411764706,2.283235294117647,1.2,0.8
80.1,4.1,3.5,8.1,9.51274705882353,6.016713725490196,2.6,1.6
79.6,2.1,0.2,15.4,9.32104705882353,3.991517647058823,1.6,1.1
65.2,3.1,0.1,29.6,22.762431176470585,5.001576470588235,0.9,1.1
88.5,4.3,0.8,2.6,3.8055117647058827,3.338527450980392,1.6,2.2
91.9,1.8,0.8,2.1,2.5513352941176466,3.0900392156862746,1.4,2.0
86.4,5.2,0.7,3.6,4.6078705882352935,4.145801960784313,1.8,2.3
86.2,3.8,0.7,6.3,4.501841176470588,3.274272549019608,1.3,1.7
88.7,2.0,0.7,4.7,4.792311764705882,2.9355470588235293,1.6,2.3
88.1,3.1,0.5,5.0,4.7016647058823535,2.822919607843137,1.3,2.0
88.38999999999999,2.153333333333334,0.7567692352941178,3.846666666666666,4.006017647058823,3.576666666666667,1.7235294117647062,1.78203594341064
92.25,0.6866666666666666,0.23649388235294116,4.016666666666667,2.604876470588235,1.396666666666667,1.0941176470588236,1.496666666666667
90.96999999999998,1.486666666666667,0.506764705882353,3.646666666666667,2.682629411764706,2.23,1.3823529411764706,1.446666666666666
89.20333333333333,1.573333333333334,0.7321764705882354,1.876666666666667,3.628335294117647,4.646666666666667,1.5764705882352943,2.39
91.08333333333331,0.5299999999999999,0.4835988235294118,2.116666666666667,2.6643941176470594,4.446666666666666,1.2999999999999998,1.54
89.23,2.416666666666667,0.8454117647058823,1.263333333333333,3.713394117647059,5.266666666666667,1.5764705882352943,1.636666666666667
92.93,0.4766666666666666,0.326039,1.3,2.3442764705882353,4.213333333333334,1.0411764705882354,0.8266666666666668
89.64333333333332,0.4266666666666667,0.6916696470588235,2.326666666666667,3.1589235294117644,5.68,1.5529411764705883,1.793333333333333
90.99,2.656666666666667,0.6402588235294118,2.4,2.6892764705882355,1.356666666666667,1.547058823529412,1.64
90.26333333333332,1.58,0.7754931764705882,0.84,2.920629411764706,5.71,1.5647058823529412,1.3
89.16000000000001,0.66,0.604610411764706,3.373333333333333,3.612511764705882,5.173333333333333,1.811764705882353,1.516666666666667
87.18,0.8566666666666666,0.4927986470588235,5.82,4.618135294117646,2.626666666666666,2.1470588235294117,3.02
88.87333333333333,0.31,0.6810809999999999,2.476666666666667,3.628335294117647,5.696666666666666,1.6294117647058823,2.246666666666667
90.49666666666668,1.036666666666667,0.7284343529411765,1.083333333333333,2.8291000000000004,5.173333333333333,1.5058823529411764,1.836666666666667
92.64,1.138333333333333,0.4384701176470588,2.07,2.5513352941176475,2.21,1.0941176470588234,1.566666666666667
87.67,4.846666666666667,0.6456882352941176,0.33,5.065052941176471,4.420000000000001,1.5676470588235294,2.33
89.77,3.22,0.6438941176470588,3.613333333333333,3.1486882352941175,1.373333333333333,1.5470588235294116,1.32
86.99333333333334,0.5266666666666667,0.36734117647058817,8.926666666666668,6.8380882352941175,2.453333333333333,1.738423529411765,0.8366666666666666
91.55,1.583333333333333,0.6058230588235293,0.3833333333333333,2.5330999999999997,4.47,1.3588235294117645,1.19
89.43,1.376666666666667,0.8166696470588236,1.323333333333333,3.9394529411764703,6.5,1.5823529411764707,0.9366666666666666
87.59666666666668,0.1866666666666666,0.43884205882352934,6.023333333333333,4.590488235294117,3.546666666666667,1.997058823529412,1.796666666666667
82.63666666666667,3.926666666666665,0.3852941176470588,3.883333333333333,6.3217647058823525,8.173333333333332,2.2205882352941178,0.97
92.63666666666666,0.9766666666666666,0.33234047058823524,2.25,2.5513352941176466,2.213333333333333,1.1294117647058826,1.573333333333334
90.55333333333334,1.846666666666667,0.7696108235294118,1.06,2.8291000000000004,5.05,1.4705882352941178,1.13
77.94333333333333,2.063333333333333,1.3565320588235292,6.77,11.363335294117647,9.52,3.8358897647058816,3.046666666666667
83.37,1.936666666666667,0.30294117647058827,1.36,6.895294117647059,10.76333333333333,2.5441176470588234,1.706666666666667
90.44,1.146666666666667,0.616,3.456666666666667,2.4822176470588238,3.366666666666667,1.435294117647059,1.456666666666667
80.58,4.1,1.3506882352941174,9.42,8.941688235294118,4.29,3.5288,1.086666666666667
7.306666666666668,6.626666666666666,3.9603882352941175,68.49333333333334,13.69655294117647,6.890000000000001,4.835068352941177,10.14333333333333
59.35,0.2766666666666666,4.436070588235293,12.67333333333333,32.66411764705883,25.47666666666667,5.444935294117648,1.376666666666667
91.87666666666668,0.1666666666666666,0.34598117647058824,2.856666666666667,2.3442764705882353,4.05,1.1941176470588235,0.66
14.38333333333333,0.5599999999999999,3.0832283529411764,44.31333333333333,26.747617647058828,30.93,2.7975487058823525,6.433333333333334
77.75,1.56,1.2108438235294117,16.176407352941176,17.9,2.45,2.8360191764705887,1.0
77.45,1.61,1.247314411764706,16.499936764705883,16.83,2.34,2.818372117647059,0.97
86.4,2.7,0.3,9.0,6.583911764705881,2.972860784313726,0.9,0.7
87.4,0.7,0.2,9.1,7.0739705882352935,2.7413313725490194,1.7,0.8
81.3,2.2,0.9,10.3,7.210323529411765,4.943282352941176,4.2,1.1
76.6,2.5,2.0,14.4,12.219164705882354,4.293517647058824,2.8,1.7
85.0,0.5,0.4,12.0,6.988982352941176,3.271094117647059,1.2,0.9
77.2,1.7,1.5,14.5,11.07210588235294,4.0241058823529405,3.9,1.2
82.3,0.5,0.8,10.4,6.7384,4.6110823529411755,5.2,0.8
81.6,0.7,1.2,14.0,7.3478764705882345,3.971588235294118,1.8,0.7
79.7,0.5,1.1,16.4,8.6034,3.991517647058823,1.6,0.7
78.7,0.8,0.4,18.4,11.020988235294116,4.674164705882352,1.3,0.4
76.2,0.6,0.6,21.6,14.5874,4.858223529411765,0.5,0.5
81.3,0.6,0.2,16.5,8.895517647058822,4.591047058823528,0.7,0.7
88.1,2.3,0.2,6.6,4.8058411764705875,2.910762745098039,1.5,1.3
85.6,1.7,0.3,10.4,6.725582352941176,3.2988019607843135,0.7,1.3
88.4,0.7,0.1,10.2,7.0917352941176475,2.3756843137254897,0.2,0.4
75.4,0.8,0.3,18.9,15.184458823529413,4.622635294117647,3.5,1.1
73.4,1.4,0.7,17.6,16.14365294117647,4.301458823529411,6.0,0.9
64.7,0.9,0.4,27.2,22.42025470588235,4.957458823529413,3.2,3.6
85.7,1.1,0.8,9.3,6.648617647058823,3.4029784313725493,2.0,1.1
83.8,1.1,0.3,13.5,7.387735882352941,3.9095647058823526,0.7,0.6
64.6,1.6,0.5,28.9,23.53243117647059,4.957458823529412,2.9,1.5
83.9,0.8,0.3,13.9,8.012588823529413,3.1081529411764706,0.7,0.4
74.4,4.0,0.5,14.7,12.55504705882353,4.029929411764706,4.7,1.7
84.0,1.4,0.3,11.7,6.791335294117647,4.316623529411764,1.0,1.6
90.6,1.3,0.2,4.8,3.830517647058823,2.1795725490196074,2.1,1.0
94.2,0.4,0.04,3.1,2.5520529411764707,1.7926549019607845,1.2,1.1
91.7,1.8,1.0,2.6,2.6363352941176466,2.6749607843137255,2.1,0.8
90.3,1.8,1.3,3.9,3.0770411764705887,2.82421568627451,1.9,0.8
87.6,2.4,0.3,16.8,8.388247647058822,2.561111764705882,1.7,1.2
88.2,2.8,1.6,3.3,4.347276470588235,3.776860784313725,2.9,1.2
91.0,1.1,0.7,5.2,3.682517647058824,2.05398431372549,1.1,0.9
92.2,1.5,0.3,4.1,2.626394117647058,1.9409431372549022,1.1,0.8
87.8,1.2,0.1,9.3,6.670076470588235,2.515449019607843,0.7,0.9
89.4,2.0,0.1,5.1,4.346076470588235,2.8288039215686274,1.8,1.6
68.9,3.3,0.4,25.1,21.596607647058825,4.672164705882353,1.0,1.3
68.2,1.3,0.2,27.7,20.632607647058823,4.672164705882353,1.1,1.5
78.0,0.9,0.1,16.5,10.638635294117647,4.037988235294117,3.5,1.0
69.0,1.1,0.4,22.0,21.778842941176467,4.599164705882352,6.2,1.3
56.5,1.7,0.6,27.1,28.317725294117647,6.634568627450982,12.1,2.0
76.7,0.8,0.2,19.9,14.587399999999999,4.473811764705881,1.7,0.7
62.0,1.8,0.2,30.6,24.98184294117647,5.306870588235294,4.2,1.2
71.3,0.6,0.2,26.3,19.578372352941177,4.672164705882352,0.6,1.0
68.5,1.6,0.1,27.8,20.632607647058823,4.672164705882353,0.7,1.3
65.3,1.4,0.3,27.4,22.42025470588235,4.957458823529413,4.3,1.3
93.7,0.4,0.1,3.8,2.670641176470588,1.8244196078431374,0.9,1.1
81.1,0.9,0.1,15.6,8.380164705882354,4.591047058823529,1.9,0.4
81.7,1.2,0.7,13.1,7.406635294117646,3.982329411764706,2.6,0.7
79.4,0.6,0.2,15.4,9.32104705882353,3.991517647058823,3.9,0.5
85.9,0.4,0.4,12.7,8.42989411764706,2.3541117647058822,0.3,0.3
87.4,0.6,0.1,11.1,7.203729411764705,2.3978607843137256,0.4,0.4
71.8,0.9,1.0,5.0,19.62098235294118,5.781596078431372,5.236965647058823,0.6
69.9,1.7,2.0,18.3,20.82905882352941,4.616988235294118,5.9,2.2
80.4,0.7,0.1,17.4,8.077476470588236,4.603341176470588,0.9,0.5
73.7,1.0,4.2,14.6,14.334747058823531,4.8094,5.4,1.1
72.1,1.1,0.8,18.9,17.20288823529412,4.561282352941176,6.2,1.0
78.8,2.7,0.1,15.2,9.834576470588233,3.775047058823529,1.4,1.8
14.3,5.1,0.5,55.8,24.710820470588235,10.761159000000001,4.201865529411765,4.0
74.6,1.4,0.6,19.3,15.572282352941174,4.622635294117647,2.5,1.6
69.2,2.1,0.3,24.3,21.596607647058825,4.672164705882353,1.7,2.4
85.2,0.7,0.9,9.5,6.740294117647059,3.699154901960785,3.0,0.7
75.2,1.6,1.1,11.1,13.464570588235295,4.4544,9.7,1.3
81.2,0.9,0.5,11.7,7.53914705882353,4.7174,4.1,1.5
87.0,1.1,0.4,5.7,4.356958823529412,3.1295470588235292,4.5,1.3
82.7,1.4,0.5,10.0,6.6709411764705875,4.481294117647059,4.3,1.1
77.9,1.3,1.0,8.9,12.552276470588236,5.829929411764706,8.9,2.0
67.2,3.7,7.2,12.2,21.30135294117647,7.195556862745098,8.0,1.7
81.8,1.5,2.2,12.0,7.394205882352942,4.275317647058824,1.6,0.9
85.9,0.8,0.3,9.3,6.710794117647059,3.366566666666667,3.0,0.7
68.6,0.9,0.4,27.7,21.050666470588236,4.672164705882353,1.4,1.0
85.8,0.6,0.2,11.1,7.151170588235295,3.000896078431372,1.5,0.8
84.8,0.9,0.1,12.2,6.988982352941176,3.3109176470588233,1.4,0.6
63.2,6.3,7.5,20.6,23.403666470588234,6.475745098039216,1.5,0.9
64.8,2.8,0.8,28.5,22.42025470588235,4.957458823529413,1.2,1.9
77.4,1.9,1.5,17.0,11.544517647058823,4.077282352941176,0.9,1.3
72.7,3.0,0.3,17.6,16.83894705882353,4.577929411764706,5.2,1.2
85.1,0.5,0.4,6.5,6.483558823529412,4.745233333333334,6.6,0.9
78.8,1.1,0.6,15.7,9.834576470588235,3.991517647058823,2.8,1.0
76.3,1.1,0.1,20.7,14.587399999999999,4.858223529411765,0.7,1.1
76.0,0.6,0.1,20.9,14.622282352941179,4.858223529411764,1.3,1.1
56.4,3.8,0.5,34.4,29.617725294117648,5.917705882352941,2.1,3.2
51.3,2.7,0.1,41.9,37.775882352941174,7.751262235294117,2.7,1.3
83.4,0.7,0.3,11.5,6.906870588235294,4.159211764705882,3.6,0.5
66.2,1.4,0.7,26.5,21.479078235294114,4.957458823529412,3.9,1.3
69.6,1.3,1.0,16.1,20.395311764705884,5.956792156862745,11.2,0.8
64.4,1.4,0.1,28.0,23.53243117647059,5.306870588235293,4.7,1.4
70.8,1.9,0.6,24.0,20.03549,4.672164705882353,1.1,1.6
73.4,2.4,0.4,20.8,16.404117647058822,4.561282352941176,2.1,0.9
74.3,0.9,0.6,21.5,16.404117647058825,5.0240470588235295,2.0,0.7
58.2,2.7,3.5,32.0,27.065960588235296,6.721039215686275,1.9,1.1
75.4,2.6,1.7,17.0,13.865570588235293,4.18904705882353,1.9,1.4
71.0,2.1,1.9,21.6,19.98964705882353,4.599164705882352,2.1,1.3
69.7,0.8,0.6,25.7,21.59660764705882,4.672164705882353,1.9,1.3
70.2,1.9,0.3,22.9,21.027078235294116,4.5991647058823535,3.0,1.7
66.4,1.2,0.6,26.3,21.479078235294118,4.957458823529412,3.9,1.6
70.2,4.3,4.4,17.3,18.73825294117647,4.616988235294118,1.5,2.3
77.9,2.3,0.9,13.9,10.858105882352943,4.094105882352942,3.6,1.4
74.7,2.1,0.1,20.0,15.572282352941174,4.6226352941176465,2.0,1.0
69.6,2.4,0.6,23.5,21.59660764705882,4.672164705882354,1.8,2.1
70.0,3.3,0.2,22.6,21.027078235294116,4.599164705882353,1.9,2.0
74.1,4.5,0.5,21.3,15.572282352941174,4.568341176470589,1.8,2.3
66.8,2.9,3.4,19.6,23.399960588235295,6.031968627450981,3.8,3.5
13.2,3.2,0.7,72.2,23.806441176470585,3.4891076470588236,5.2,5.5
72.0,1.1,0.3,22.4,19.225313529411768,4.583164705882353,2.8,1.4
96.1,0.4,0.1,2.6,2.5520529411764707,1.657321568627451,0.6,0.2
90.4,0.4,0.2,7.4,5.168194117647059,1.8742588235294118,0.7,0.9
92.0,0.5,0.1,5.5,3.811341176470588,1.5299274509803924,0.9,1.0
81.5,0.9,0.1,13.8,6.9532823529411765,3.971588235294118,2.0,1.7
83.7,1.9,1.3,6.3,6.218235294117647,5.15854705882353,5.1,1.7
74.3,4.3,0.5,15.6,14.166570588235293,3.9755176470588234,3.3,2.0
87.4,1.3,0.5,6.7,4.830488235294119,3.1084098039215684,3.3,0.8
65.1,2.7,2.9,21.3,23.20778411764706,6.318439215686275,6.8,1.2
36.1,3.2,0.7,46.3,48.341764705882355,10.184467,9.8,3.9
80.1,1.1,0.1,15.289875000000002,5.1,5.649450980392156,2.4176470588235297,0.8
54.5,1.6,0.1,28.847372549019603,30.6,8.920578392156862,4.050558823529411,1.0
44.1,2.0,0.2,35.68943866666666,44.2,10.711076039215687,4.829323529411765,1.2
9.2,2.7,0.2,73.86497794117646,44.3,4.202519411764705,5.112754588235295,1.9
83.7,1.0,0.1,12.224117647058824,5.1,5.0226274509803925,2.446764705882353,0.7
76.5,0.9,0.1,17.588048529411765,18.8,4.4699607843137255,3.1070897647058824,0.5
35.9,2.1,0.1,45.49345688235294,49.0,9.162738588235294,4.811201176470589,1.1
18.0,2.2,0.2,72.13035539215686,55.1,5.161833137254901,3.7050131764705885,1.5
84.2,1.1,0.1,12.241764705882352,6.4,4.726607843137254,2.206070588235294,0.7
66.5,1.1,0.1,26.211764705882352,23.4,6.246921568627451,3.352941176470588,0.8
37.9,1.9,0.1,39.87997717647059,46.2,11.087992509803922,5.134823529411765,1.2
25.1,3.0,0.1,67.43094362745099,53.9,6.146280196078431,3.6369134117647057,1.4
83.7,0.8,0.1,12.486905882352941,7.0,4.750901960784313,2.435188235294117,0.7
58.9,1.1,0.1,28.012925490196075,31.9,7.800298980392157,4.232911764705882,0.9
41.3,1.1,0.1,35.68943866666666,46.1,10.711076039215687,5.169382352941177,1.0
22.3,2.1,0.1,66.50375539215688,57.0,6.275950784313725,3.326325176470588,1.4
85.1,0.7,0.1,11.02941176470588,5.3,4.244527450980392,2.017835294117647,0.6
64.1,1.0,0.1,26.529411764705884,24.9,6.106333333333334,3.0529411764705885,1.0
44.7,1.4,0.1,34.14104901960785,48.1,10.711076039215687,4.829323529411766,1.1
25.5,2.0,0.2,67.43094362745099,49.9,6.14628019607843,3.6369134117647057,1.6
84.6,0.9,0.1,11.847316176470589,3.4,4.173919607843136,2.070776470588235,0.7
74.0,0.9,0.0,19.976923529411764,23.0,4.880019607843137,3.5618970588235292,0.6
45.8,1.5,0.1,32.13310784313725,43.6,10.711076039215687,4.829323529411765,1.0
83.2,1.1,0.1,12.356792647058825,7.7,4.750901960784313,2.0820588235294117,0.8
62.6,0.4,0.1,26.910196078431373,31.1,6.804568627450981,3.7176470588235295,0.9
39.7,1.8,0.2,39.8799771764706,40.8,10.711076039215687,5.139882352941177,1.1
29.5,2.3,0.1,52.86227766666667,57.2,8.360383098039215,3.748448705882353,1.5
81.7,1.3,0.1,13.316470588235294,7.6,4.919215686274509,2.5408823529411766,0.8
62.2,1.1,0.1,26.789396078431373,29.7,6.871627450980391,3.7034999999999996,0.7
45.2,1.6,0.2,34.14104901960785,43.9,10.711076039215687,4.829323529411765,1.0
21.3,2.4,0.2,71.15741421568627,57.7,5.683009607843138,3.326325176470588,1.3
82.7,0.9,0.1,12.545882352941177,5.6,5.252862745098038,2.046764705882353,0.8
72.1,1.0,0.0,20.52398235294118,27.1,4.897666666666667,3.2902617647058823,1.0
37.6,1.5,0.2,39.87997717647059,50.1,11.087992509803923,5.134823529411765,1.3
85.5,0.8,0.1,11.270588235294118,7.0,3.2195078431372544,1.826658823529412,0.6
57.0,1.3,0.1,27.754101960784315,31.8,8.218887215686275,4.050558823529412,1.0
48.9,1.2,0.1,29.829725490196076,44.8,10.711076039215687,4.622323529411765,0.8
4.3,18.4,12.2,27.05497882352941,2.6829411764705884,11.79335294117647,16.2,3.8
10.4,3.2,0.3,71.99517401960784,21.61181176470588,5.00934294117647,5.4,4.5
83.56,0.88,0.28235294117647053,11.574117647058824,5.08,10.29,2.44695294117647,0.65
83.59,1.07,0.2823529411764706,11.86470588235294,7.36,7.38,2.4410705882352945,0.62
82.3,0.95,0.5055294117647059,13.238235294117647,8.19,7.92,2.1702941176470585,0.66
78.39,0.86,1.0668979411764707,15.688358823529411,11.58,8.45,2.9360191764705887,0.75
73.78,1.06,1.1896711764705883,18.447511764705883,17.51,6.87,3.606811176470589,0.78
64.58,1.37,2.518676470588235,24.703,25.16,7.8,3.4411764705882355,1.08
66.68,1.14,2.3627941176470593,23.96770588235294,22.32,8.86,3.7647058823529407,1.01
55.78,1.34,2.835082352941176,28.55567058823529,33.07,8.62,3.827029411764707,1.18
39.43,1.82,2.716805882352941,38.57740394117647,45.44,11.82,5.0399705882352945,1.5
82.34,1.03,0.48200000000000004,13.144117647058824,6.6,9.5,2.170294117647059,0.53
85.55,0.9,0.2764705882352941,10.96470588235294,7.41,5.74,1.791364705882353,0.39
83.12,0.88,0.41766470588235294,12.613045588235295,9.45,6.08,2.058529411764706,0.48
76.47,0.99,1.239785,16.841230882352942,16.92,5.14,3.2711838823529407,0.48
71.3,1.07,0.9014323529411765,20.99457058823529,21.25,5.79,3.19327,0.59
69.73,0.89,0.6411764705882353,22.270588235294117,20.2,8.61,2.9058823529411764,0.57
