Food name in English;WATER(g);PROTCNT(g);FATCE(g);CHOAVLDF(g);SUGAR(g);FIBTG(g);FIBND(g);FIBAD(g);FIBC(g);ASH(g);CELLU(g);LIGN(g);HEMCEL(g)
Lupine, 'Multitalia', seeds, raw;;34.498;8.9676;;;;26.132;18.142;10.34;3.6848;;2.914;7.99
Lupine, 'Multitalia', seeds, raw;;35.1267;8.05476;;;;18.963;14.3577;11.6487;3.15147;;2.709;4.56918
Lupine, 'Multitalia', seeds, raw;;40.4535;9.5025;;;;22.082;14.3895;11.6745;3.82815;;2.54305;7.7287
Lupin, Bitter, seeds, raw;9.1;29.997;;;;;;;;2.5452;;;
Lupin, Sweet, 'Lutop', raw;8.7;32.868;;;;;;;;3.9259;;;
Lupin, Rubatab, seeds, raw;4.6;46.3;10.4;;;;;;10;1.6;;;
Lupin, Sweet, seeds, raw;7.3;;11.124;;;;;;;;;;
Lupin, Bitter, seeds, raw;7.7;;7.384;;;;;;;;;;
Lupin, 'Multitalia', seeds, raw;;27.2952;7.25196;;;;19.178;10.7932;;4.06752;;0.49952;
White lupin, Sweet, var. Luxor, seeds, raw;7.67;;7.55;;;;;;;;;;
White lupin, Sweet, var. Rosetta, seeds, raw;8.19;;7.04;;;;;;;;;;
Narrow-leafed lupin, Sweet, var. Jindalee, seeds, raw;8.67;;4.32;;;;;;;;;;
Narrow-leafed lupin, Sweet, var. Sonet, seeds, raw;8.59;;4.63;;;;;;;;;;
Narrow-leafed lupin, Sweet, var. Wonga, seeds, raw;8.74;;3.28;;;;;;;;;;
Yellow lupin, Sweet, var. Dukat, seeds, raw;8.07;;5.92;;;;;;;;;;
Yellow lupin, Sweet, var. Mister, seeds, raw;8.2;;5.14;;;;;;;;;;
Yellow lupin, Sweet, var. Taper, seeds, raw;7.94;;5.57;;;;;;;;;;
Faba bean, 'Aurelia', seeds, raw;;27.57105;1.4391;;2.3166;;11.03895;8.86275;;;8.75745;0.1053;2.1762
Faba bean, 'Divine', seeds, raw;;26.501475;1.25315;;2.73575;;11.251875;9.875175;;;9.178;0.697175;1.3767
Faba bean, 'Gloria', seeds, raw;;29.852709;1.160791;;2.676022;;11.25347;9.862293;;;9.7471;0.115193;1.391177
Faba bean, 'Limbo', seeds, raw;;28.385952;1.46916;;2.421888;;12.251904;10.319736;;;9.892344;0.427392;1.932168
Faba bean, 'Fuego', seeds, raw;;25.535412;1.287279;;2.583315;;14.44905;11.99709;;;11.725623;0.271467;2.45196
Faba bean, 'Espresso', seeds, raw;;24.858032;1.368412;;2.335888;;13.562096;11.714304;;;11.37438;0.339924;1.847792
Pea, 'Santana', seeds, raw;;22.216298;1.620856;;4.008095;;9.223023;7.091245;;;6.897447;0.193798;2.131778
Pea, 'Jutta', seeds, raw;;22.5992;1.712324;;3.685408;;9.065756;6.857988;;;6.69284;0.165148;2.207768
Pea, 'Phönix', seeds, raw;;21.628189;1.998876;;4.146791;;9.29302;5.96156;;;5.689783;0.271777;3.33146
Pea, 'Harnas', seeds, raw;;22.35857;1.72458;;4.10241;;9.48519;7.50802;;;7.34253;0.16549;1.97717
Pea, 'Rocket', seeds, raw;;22.20976;1.713824;;3.882336;;11.043672;7.248776;;;7.047664;0.201112;3.794896
Pea, 'Hardy', seeds, raw;;19.52408;1.68296;;3.58392;;10.01928;6.54;;;6.34816;0.19184;3.47928
Lupin, Sweet, 'Probor', seeds, raw;;34.02048;5.658048;;5.540736;;20.16864;16.6944;;;15.918336;0.776064;3.47424
Lupin, Sweet, 'Bornal', seeds, raw;;42.428865;5.103956;;5.728566;;22.503806;18.568763;;;17.596156;0.972607;3.935043
Lupin, Sweet, 'Boregine', seeds, raw;;32.591482;5.387998;;5.99676;;22.451506;17.7177;;;16.936304;0.781396;4.733806
Lupin, Sweet, 'Boruta', seeds, raw;;30.572096;4.839981;;4.569591;;23.478865;20.63977;;;20.035899;0.666962;2.776004
Lupin, Sweet, 'Idefix', seeds, raw;;34.627725;6.165093;;4.589871;;23.383899;19.817017;;;19.038459;0.778558;3.566882
Lupin, seeds, raw;12.27;32.670652;8.264166;;;;;;8.483491;2.640673;;;
Lupin, var. Idol, seeds, raw;;42.9624;4.9572;;;;;;12.5766;4.4982;;;
Lupin, var. Juno, seeds, raw;;41.6318;5.2269;;;;;;11.5542;4.1265;;;
Lupin, var. Kroton, seeds, raw;;44.2958;5.1464;;;;;;10.8442;4.1355;;;
Lupin, var. Legat, seeds, raw;;42.5952;4.131;;;;;;11.7504;4.131;;;
Lupin, var. Markiz, seeds, raw;;42.9552;5.472;;;;;;11.9472;4.3776;;;
Lupin, var. Mister, seeds, raw;;40.8558;4.9356;;;;;;13.8928;3.9302;;;
Lupin, var. Parys, seeds, raw;;42.4545;5.2954;;;;;;11.4125;4.1085;;;
Lupin, var. Polo, seeds, raw;;42.5502;5.1576;;;;;;11.973;3.9603;;;
Lupin, var. Taper, seeds, raw;;43.4658;5.1352;;;;;;10.7289;4.2182;;;
Lupin, var. Baron, seeds, raw;;29.931;4.9885;;;;;;11.1561;3.5373;;;
Lupin, var. Cezar, seeds, raw;;32.2536;7.7916;;;;;;11.6874;3.171;;;
Lupin, var. Elf, seeds, raw;;32.0724;5.6172;;;;;;12.7746;3.5334;;;
Lupin, var. Graf, seeds, raw;;29.1088;6.4184;;;;;;12.0232;3.164;;;
Lupin, var. Polonez, seeds, raw;;28.9062;5.8176;;;;;;11.4534;3.636;;;
Lupin, var. Sonet, seeds, raw;;26.9335;5.6606;;;;;;11.5951;3.3781;;;
Lupin, var. Wersal, seeds, raw;;30.702;5.9598;;;;;;10.7457;3.1605;;;
Lupin, var. Zeus, seeds, raw;;29.7087;6.321;;;;;;10.4748;3.0702;;;
Lupin, var. Boros, seeds, raw;;32.0112;11.4912;;;;;;13.68;3.3744;;;
Lupin, var. Butan, seeds, raw;;33.652;9.308;;;;;;12.2615;3.6695;;;
Lupin, seeds, whole, raw;8.32;29.52096;5.45496;;;;;;14.85216;2.42952;;;
Pea, 'Sohvi', Green, seeds, organically grown, raw;;17.863259;2.895049;;;;;;7.609587;2.86816;;;
Pea, 'Karita', Green, seeds, organically grown, raw;;21.310317;2.425059;;;;;;4.477032;2.593836;;;
Field beans, 'Kontu', seeds, organically grown, raw;;28.032116;2.201521;;;;;;8.542954;3.24527;;;
Lupin, 'Pershatsvet', seeds, organically grown, raw;;19.841577;7.326676;;;;;;18.596403;4.051327;;;
Lupin, 'Popiel', Yellow, seeds, raw;;38.8518;4.6587;;;;;;14.064;3.7797;;;
Lupin, 'Bac', White, seeds, raw;;32.2504;8.3284;;;;;;12.7584;3.1896;;;
Lupin, 'Bardo', seeds, raw;;31.901;6.992;;;;;;11.4494;3.1464;;;
Lupin, 'Mirela', seeds, raw;;32.076;4.8114;;;;;;13.365;3.0294;;;
Lupin, 'Emir', seeds, raw;;31.0812;5.707;;;;;;11.6774;4.7412;;;
Lupin, 'Sur', seeds, raw;;27.5352;5.1852;;;;;;15.198;3.7548;;;
Lupin, 'Juno', Yellow, seeds, raw;;38.165;4.7594;;;;22.8092;19.0376;14.9068;4.7594;;1.9756;
Lupin, 'Popiel', Yellow, seeds, raw;;39.4254;4.7382;;;;21.5454;17.88;13.5888;4.5594;;1.6092;
Lupin, 'Amulet', Yellow, seeds, raw;;39.8712;4.1308;;;;23.0786;19.1274;14.9966;4.8492;;1.7062;
Lupin, 'Radames', Yellow, seeds, raw;;37.8112;5.1072;;;;23.2064;19.4432;14.8736;5.1072;;1.9712;
Lupin, 'Cybis', Yellow, seeds, raw;;39.7782;5.0512;;;;22.1892;17.7694;14.2516;4.8708;;1.353;
Lupin, 'Manru', Yellow, seeds, raw;;39.24;4.95;;;;24.12;19.53;15.57;4.77;;2.52;
Lupin, 'Hetman', White, seeds, raw;;33.9966;9.8172;;;;19.6344;16.2711;11.817;4.1814;;2.2725;
Lupin, 'Bardo', White, seeds, raw;;31.6953;9.4815;;;;21.2205;17.6085;12.4614;3.612;;2.3478;
Lupin, 'Wat', White, seeds, raw;;28.3668;9.4248;;;;23.3772;19.1268;14.4144;3.9732;;2.8644;
Lupin, 'Emir', seeds, raw;;29.77;6.2288;;;;21.7092;17.4956;13.0072;3.664;;1.5572;
Lupin, 'Sur', seeds, raw;;28.6928;5.7204;;;;24.4252;20.1576;15.0728;3.8136;;1.9976;
Lupin, 'Saturn', seeds, raw;;31.5898;5.3867;;;;23.0076;19.3556;14.4254;3.9259;;1.826;
Lupin, 'Polonez', seeds, raw;;31.5084;5.082;;;;22.638;19.2192;13.9524;3.6036;;1.7556;
Lupin, 'Wat', White, seed, whole, raw;;;8.817106;;;36.070808;16.193568;14.059956;10.658942;;11.935462;2.151848;2.133612
Lupin, 'Wat', White, seed, whole, raw;;;8.92961;;;36.59922;18.61819;17.25017;12.49021;;15.70412;1.54605;1.36802
Lupin, 'Hetman', White, seed, whole, raw;;;9.856152;;;32.066064;15.93456;13.884552;9.059424;;11.789784;2.094768;2.694552
Lupin, 'Hetman', White, seed, whole, raw;;;9.26793;;;35.19372;16.91139;14.50755;11.10837;;12.98637;1.52118;2.40384
Lupin, 'Bardo', White, seed, whole, raw;;;9.537329;;;33.061542;15.802662;13.231808;9.384516;;11.254228;1.97758;2.849513
Lupin, 'Bardo', White, seed, whole, raw;;;9.4581;;;35.4981;15.5496;15.2706;11.8854;;13.8384;1.4322;0.279
Andean lupin, seeds, raw;9.8;38.8762;;;;;;;6.1336;2.5256;;;
Lupin, Sweet, seeds, whole, raw;;;;;;;;;;;;;
Lupin, Sweet, seeds, whole, raw;;;;;;;;;;;;;
Lupin, Sweet, seeds, whole, raw;;;;;;;;;;;;;
Lupin, Sweet, seeds, whole, raw;;;;;;;;;;;;;
Lupin, Sweet, seeds, whole, raw;;;;;;;;;;;;;
Lupin, Sweet, seeds, whole, raw;;;;;;;;;;;;;
Lupin, seeds, mature, raw;4.9;41.77743;8.33076;;;16.85172;;;;3.29997;;;
Lupin, seeds, mature, raw;4.3;41.78262;6.99567;;;20.16399;;;;4.08639;;;
Lupin, seeds, mature, raw;6;32.6744;5.734;;;19.646;;;;3.6096;;;
Lupin, seeds, mature, raw;5.1;40.25658;7.18393;;;23.37387;;;;3.45436;;;
Lupin, seeds, mature, raw;4;40.2816;6.192;;;26.8128;;;;2.976;;;
Mung bean, var. Giza-1, seeds, whole, raw;9.75;;;;;;;;4.178575;3.3934;;;
Dolichos bean, 'Kala Urahi', Black, white eye, seeds, raw;10.9;26.4627;1.4256;;;;;;7.23492;3.2967;;;
Dolichos bean, 'Boga Urahi', Cofee-brown, white eye, seeds, raw;11.16;27.80692;1.3326;;;;;;8.555292;2.93172;;;
Dolichos bean, 'Rangee Urahi', Reddish brown, white eye, seeds, raw;12.91;24.12393;1.56762;;;;;;6.636258;2.96106;;;
Dolichos bean, 'Kajala Urahi', Mottled black, white eye, seeds, raw;12.98;19.49248;1.7404;;;;;;7.283574;3.39378;;;
Dolichos bean, 'Mattar Urahi', Brown, white eye, seeds, raw;13.29;22.97815;1.64749;;;;;;7.587125;2.94814;;;
Faba bean, 'Kalimattar', black, seeds, raw;10.4;20.3;1.3;55;;;;;9.8;3.1;;;
Faba bean, 'White', seeds, raw;10.4;18.5;2.9;58;;;;;7.2;3;;;
Rice bean, 'RBL-4', seeds, brown, raw;10.3;15.4284;0.43953;;5.0232;;;;5.9202;3.8571;;;
Rice bean, 'RBL-6', seeds, light brown, raw;10.5;15.752;0.43855;;4.5645;;;;6.7125;3.759;;;
Rice bean, 'RBL-121', seeds, greenish brown, raw;10.4;16.128;0.46592;;4.8384;;;;6.4512;3.9424;;;
Rice bean, 'Beziamah', seeds, light brown, raw;10.6;15.1086;0.41124;;4.3806;;;;5.6322;3.9336;;;
Adzuki bean, whole seeds, raw;12.3;22.1004;0.63144;50.0767;;;;;;2.8064;;;
Rice bean, whole seeds, raw;11.7;23.3995;0.59161;43.7968;;;;;;3.47902;;;
Hyacinth bean, whole seeds, raw;11.4;22.0614;2.29474;43.5912;;;;;;3.33136;;;
Rice bean, var. RB-4, seeds, raw;10.34;17.2;;;5.6;;;;6.64;4.4;;;
Rice bean, var. RB-32, seeds, raw;10.36;17.5;;;5.6;;;;7.72;4.42;;;
Rice bean, var. RB-37, seeds, raw;10.49;18.5;;;4.8;;;;7.45;4.18;;;
Rice bean, var. RB-40, seeds, raw;10.6;18.1;;;5.1;;;;6.8;4.47;;;
Rice bean, var. RB-53, seeds, raw;10.28;18.1;;;5;;;;6.84;4.42;;;
Green gram, var. K-851, seeds, raw;10.81;20.6;;;5.9;;;;4.86;3.36;;;
Black gram, var. MT-9, seeds, raw;11.07;20.2;;;3.3;;;;7.19;3.64;;;
Common bean, Sen46, black, seed, raw;11.57;21.57692;0.663225;;5.376544;21.178985;;;;3.669845;;;
Common bean, INTA Linea 628-08, bright red, seed, raw;12.96;20.28032;0.73984;;4.804608;20.619776;;;;4.056064;;;
Common bean, INTA Linea 628-09, dark red, seed, raw;13.51;19.20078;0.882198;;5.639148;20.281905;;;;4.142871;;;
Common bean, INTA Rojo, non uniform red, seed, raw;13.29;20.37685;0.919126;;6.581289;22.076366;;;;3.884608;;;
Common bean, 'Negro 8025', seed, raw;8;13.8;1.84;;;;;;;4.324;;;
Common bean, 'Bayo Madero', seed, raw;11;12.638;0.712;;;;;;;3.293;;;
Common bean, 'Pinto Durango', seed, raw;10.1;15.0133;1.1687;;;;;;;3.7758;;;
Common bean, 'Azufrado Higuera', seed, raw;7.1;17.651;1.0219;;;;;;;3.9018;;;
Common bean, var. Mayocoba, seed, raw;9.65;21.150935;1.78893;;;;;;;4.10189;;;
Pea, 'Maria', seed, mature, raw;9.88;;;52.5;;;;;10.4;3;;;
Common bean, 'IAC carioca Eté', seed, mature, raw;9.93;;;54.3;;;;;8.55;3.8;;;
Lentil, 'Silvina', seed, mature, raw;11.2;;;56.4;;;;;6.83;2.8;;;
Common bean, 'Tacana', seed, raw;9.1;19.5;2.8;;;;;;;4.5;;;
Common bean, 'Huasteco', seed, raw;9.2;18.9;2;;;;;;;4.1;;;
Common bean, 'TLP 19', seed, raw;9.1;19.7;1.9;;;;;;;3.6;;;
Common bean, 'Veracruz', seed, raw;8.9;24.2;1.3;;;;;;;5.2;;;
Pinto beans, brown, seed, raw;11.3;;;;;20.6671;;;;;;;
Black bean, seed, raw;9.83;24.68;2.25;;;;;;;4.3;;;
Common bean, 'Mexican 142', seed, raw;10.7;27.5;2.5;50.9;;;;;4.6;3.8;;;
Common bean, 'Red Kidney', seed, raw;13;25.3;2;53.2;;;;;3.3;3.3;;;
Common bean, 'Rosecoco', seed, raw;11.5;28;2.7;50.6;;;;;4.1;3.2;;;
Common bean, 'Red Haricot', seed, raw;11.6;27.1;2.8;50.4;;;;;4.1;4.1;;;
Common bean, Mwitemania, seed, raw;10.8;30.2;1.9;48.7;;;;;4.3;4.3;;;
African Yam bean, seed, raw;9.27;23.53;1.51;60.16;;;;;2.27;3.27;;;
Lima bean, seed, raw;9.32;24.46;5.93;54.43;;;;;2.51;3.37;;;
Lima bean, var. Ukpa, seed, raw;2.7;23.17;0.21;;4.48;18.4;;;;2.78;;;
Lima bean, var. TPL 1, seed, raw;;21.9244;1.50498;;;;;;4.97944;3.70671;;;
Lima bean, var. TPL 2, seed, raw;;20.7648;2.5029;;;;;;6.16455;4.90383;;;
Lima bean, var. TPL 3, seed, raw;;22.128;1.00498;;;;;;5.74406;5.09866;;;
Lima bean, var. TPL 4, seed, raw;;20.9993;0.99953;;;;;;5.37362;4.72255;;;
Lima bean, var. TPL 5, seed, raw;;20.2027;1.49891;;;;;;5.10188;4.30122;;;
Lima bean, var. TPL 6, seed, raw;;21.855;0.7533;;;;;;4.5198;5.1522;;;
Lima bean, var. TPL 7, seed, raw;;20.6414;1.38232;;;;;;5.0903;4.83812;;;
Lima bean, var. TPL 8, seed, raw;;21.018;1.2555;;;;;;5.3847;3.9153;;;
Lima bean, var. TPL 9, seed, raw;;20.438;1.44924;;;;;;4.99802;4.54281;;;
Lima bean, var. TPL 10, seed, raw;;19.677;2.80163;;;;;;4.61941;3.55123;;;
Lima bean, var. TPL 11, seed, raw;;20.1261;0.46869;;;;;;4.92584;5.1464;;;
Lima bean, var. TPL 13, seed, raw;;22.1135;2.68185;;;;;;4.56385;5.59895;;;
Lima bean, var. TPL 14e, seed, raw;;18.1898;1.20088;;;;;;5.01544;4.07063;;;
Lima bean, var. TPL 17, seed, raw;;18.06;1.0578;;;;;;4.687;4.4376;;;
Lima bean, var. TPL 183, seed, raw;;20.02;1.1466;;;;;;5.3144;4.6956;;;
Lima bean, var. TPL 187, seed, raw;;20.202;1.0283;;;;;;5.2416;5.1506;;;
Lima bean, var. TPL 304, seed, raw;;20.1576;1.00344;;;;;;5.39904;5.65656;;;
Lima bean, var. TPL 071-33, seed, raw;;21.5747;0.96628;;;;;;4.63148;3.61522;;;
Dolichos lablab bean, seed, raw;6.41;;;;;;;;;3.706164;;;
Hyacinth bean, seed, raw;9.3;;;;;;;;;3.6;;;
Red gram, var. TTB-7, seed, raw;10.1;;1.47436;;;;;;;;;;
Red gram, var. BRG-1, seed, raw;9.8;;1.74988;;;;;;;;;;
Red gram, var. ICP-8863, seed, raw;9.9;;1.39655;;;;;;;;;;
Green gram, var. Pusa Bisaki, seed, raw;10.3;;1.36344;;;;;;;;;;
Green gram, var. KDM-1, seed, raw;9.7;;1.09263;;;;;;;;;;
Green gram, var. China Moong, seed, raw;9.8;;1.2177;;;;;;;;;;
Pigeon pea, seed, raw;9.7;22.04;2.7;62.06;;;;;2.2;1.3;;;
Pigeon pea, seed, raw;6.6;21.32;;54.25;;;;;;5.14;;;
Bambara groundnut, seed, raw;14.03;22.06;2.02;55.63;;;;;2.31;3.97;;;
Lima bean, seed, raw;14.02;25.01;3.05;51.64;;;;;1.98;4.31;;;
Pigeon pea, seed, raw;15.13;25.98;1.91;48.31;;;;;4.62;4.06;;;
Pigeon pea, seed, raw;13.99;26.06;2.36;49.4;;;;;4.06;4.14;;;
Pigeon pea, var. ICPL 86102, seed, raw;;18.1168;1.1323;;;;;;10.3649;3.5711;;;
Pigeon pea, var. ICPL 87105, seed, raw;;17.6407;1.0428;;;;;;9.559;3.6498;;;
Pigeon pea, var. ICPL 9145, seed, raw;;17.6204;1.1284;;;;;;9.7216;3.5588;;;
Pigeon pea, var. QP-38, seed, raw;;18.7922;1.1258;;;;;;8.4868;3.7238;;;
Pigeon pea, var. HY-3C, seed, raw;;17.864;1.056;;;;;;9.504;3.432;;;
Pigeon pea, var. Royes, seed, raw;;16.701;1.0548;;;;;;11.427;3.516;;;
Yam bean, Cream, seed, raw;;;;;5.09642;15.1165;;;;2.33226;;;
Yam bean, Brown, seed, raw;;;;;5.382685;18.95061;;;;3.11395;;;
Yam bean, Brown with Round black spots, seed, raw;;;;;4.869396;15.97368;;;;2.66228;;;
Pigeon pea, Cream, seed, raw;;;;;5.210069;20.11208;;;;3.55429;;;
Pigeon pea, Brown, seed, raw;;;;;4.38075;20.001;;;;3.54;;;
Pigeon pea, Brown, seed, raw;;;;;5.70696;22.73936;;;;3.18528;;;
Cowpea, var. Akidi, Black, seed, raw;;;;;5.710485;20.988;;;;3.8478;;;
Cowpea, var. Olaludi, Brown, seed, raw;;;;;4.397949;18.08903;;;;3.08628;;;
Cowpea, White, seeds, raw;;;;;5.375945;10.5551;;;;3.7569;;;
Cowpea, Brown, seeds, raw;;;;;6.006988;10.34436;;;;3.6296;;;
Pigeon pea, White, seed, raw;;16.63;3.65;;;;;;5.5;3.93;;;
Pigeon pea, Brown, seed, raw;;21.28;3;;;;;;6.01;4.94;;;
African Yam bean, White, seed, raw;;7.2;1;;;;;;8.45;4;;;
African Yam bean, Brown, seed, raw;;9;0.99;;;;;;9.13;4.35;;;
Cowpea, White, seed, raw;;21.31;1.5;;;;;;5.33;3.47;;;
Cowpea, Brown, seed, raw;;21.65;1.37;;;;;;5.95;3.71;;;
Lima bean, var. IBES-CHOH-524-B, seed, raw;8;;;56.856;;;;;;4.692;;;
Lima bean, var. IBES-CHOH-527, seed, raw;7.6;;;57.1956;;;;;;4.158;;;
Lima bean, var. IBES-CHOH-572, seed, raw;7.5;;;54.02;;;;;;4.5325;;;
Lima bean, var. Frijol del monte, seed, raw;9;;;49.595;;;;;;3.549;;;
Lima bean, var. IBES-503-B, seed, raw;8.7;;;61.6275;;;;;;3.652;;;
Lima bean, var. Municion mojado 562, seed, raw;8.5;;;63.4095;;;;;;3.5685;;;
Lima bean, var. Xolis-IBES-500, seed, raw;6.9;;;65.8217;;;;;;3.4447;;;
Lentil, Brown, seed, raw;10.7;22.88759;1.9646;43.4891;4.47393;;;;19.3781;2.47361;;;
Common bean, var. Raba, seed, raw;11.2;22.0224;1.5984;;;;;;;4.2624;;;
Common bean, var. Warta, seed, raw;11.4;23.2132;1.329;;;;;;;3.7212;;;
Pea, var. Milwa, seed, raw;11.6;22.8956;0.884;;;;;;;2.7404;;;
Pea, var. Medal, seed, raw;11.7;25.0772;1.0596;;;;;;;3.0022;;;
Lentil, var. Anita, seed, raw;12;25.256;0.616;;;;;;;2.64;;;
Lentil, var. Tina, seed, raw;11.3;25.3682;0.4435;;;;;;;2.8384;;;
Lentil, Red, seed, whole, raw;;25.9;2.7;;;;;;;3.62;;;
Lentil, Green, seed, whole, raw;;27.3;2.5;;;;;;;3.41;;;
Lentil, Red, Sazak 91, seed, raw;11;24.7865;0.9434;;;;;;4.0139;3.0438;;;
Lentil, Green, Kay? 91, seed, raw;10.6;24.71016;0.67944;;;;;;3.3972;1.90422;;;
Lentil, Red, Kafkas, seed, raw;9.4;24.76098;0.91506;;;;;;5.436;2.7633;;;
Lentil, Red, Çiftçi, seed, raw;8.9;24.6881;1.05676;;;;;;4.03573;2.16818;;;
Lentil, Red, Özbek, seed, raw;8.9;24.76098;0.98388;;;;;;5.466;2.76944;;;
Lentil, Red, F?rat 87, seed, raw;7.2;24.74048;0.86304;;;;;;4.89056;2.24576;;;
Lentil, Red, Cag?l, seed, raw;8;24.6836;1.2604;;;;;;4.7932;2.5852;;;
Lentil, Red, Seyran 96, seed, raw;7.5;24.7715;1.332;;;;;;4.4215;2.3495;;;
Lentil, Red, Alt?ntoprak, seed, raw;8.1;24.79462;1.13956;;;;;;4.4112;2.86728;;;
Lentil, Red, Local red, seed, raw;8.3;24.79568;1.06372;;;;;;4.4933;2.90689;;;
Chickpea, var. Kabuli, seed, raw;7.69;21.07;5.94;;;;;;6.56;2.7;;;
Chickpea, 22103, seed, raw;8.57;;;;;;;;;2.23;;;
Chickpea, 22124, seed, raw;9.61;;;;;;;;;2.61;;;
Chickpea, 22142, seed, raw;8.82;;;;;;;;;3.24;;;
Chickpea, 22213, seed, raw;8.83;;;;;;;;;3.37;;;
Chickpea, 22227, seed, raw;9.59;;;;;;;;;2.97;;;
Chickpea, 22243, seed, raw;9.34;;;;;;;;;2.57;;;
Chickpea, 22261, seed, raw;9.32;;;;;;;;;2.35;;;
Chickpea, var. Akcin, seed, raw;9.37;;;;;;;;;2.13;;;
Chickpea, var. Gokce, seed, raw;8.86;;;;;;;;;3.36;;;
Chickpea, Cumra, seed, raw;9.33;;;;;;;;;3.52;;;
Chickpea, Desi, Red, 'ICC5383', seed, raw;11;22.873;7.387;;;;;;;2.225;;;
Chickpea, Desi, Red, 'IC13124', seed, raw;11;22.873;8.188;;;;;;;2.225;;;
Chickpea, Desi, Black, 'ICC3761', seed, raw;11;22.784;6.23;;;;;;;2.848;;;
Chickpea, Desi, Black, 'ICC4418', seed, raw;11;24.386;6.497;;;;;;;2.848;;;
Chickpea, Desi, Black, 'ICC6306', seed, raw;11;22.161;4.183;;;;;;;2.403;;;
Chickpea, Kabuli, var. Blanco Sinaloa 92, seed, raw;11;20.915;6.141;;;;;;;2.581;;;
Mung bean, var. KM-1, seed, raw;10.5;21.0325;1.60205;;;;;;4.3139;3.28465;;;
Chickpea, var. Lawaghar, seed, raw;9;16.198;5.278;;;;;;5.8968;1.6653;;;
Chickpea, Desi, 9207340, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, Amit, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, CDC Anna, seed, raw;13;;;;;;;;;;;;
Chickpea, Kabuli, CDC Chico, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, CDC Desiray, seed, raw;13;;;;;;;;;;;;
Chickpea, Kabuli, CDC Diva, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, Myles, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, CDC Nika, seed, raw;13;;;;;;;;;;;;
Chickpea, Kabuli, CDC Xena, seed, raw;13;;;;;;;;;;;;
Chickpea, Kabuli, CDC Yuma, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, 9207340, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, Amit, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, CDC Anna, seed, raw;13;;;;;;;;;;;;
Chickpea, Kabuli, CDC Chico, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, CDC Desiray, seed, raw;13;;;;;;;;;;;;
Chickpea, Kabuli, CDC Diva, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, Myles, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, CDC Nika, seed, raw;13;;;;;;;;;;;;
Chickpea, Kabuli, CDC Xena, seed, raw;13;;;;;;;;;;;;
Chickpea, Kabuli, CDC Yuma, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, CDC Anna, seed, raw;13;;;;;;;;;;;;
Chickpea, Kabuli, CDC Chico, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, CDC Desiray, seed, raw;13;;;;;;;;;;;;
Chickpea, Kabuli, CDC Diva, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, Myles, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, CDC Nika, seed, raw;13;;;;;;;;;;;;
Chickpea, Kabuli, CDC Xena, seed, raw;13;;;;;;;;;;;;
Chickpea, Kabuli, CDC Yuma, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, CDC Anna, seed, raw;13;;;;;;;;;;;;
Chickpea, Kabuli, CDC Chico, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, CDC Desiray, seed, raw;13;;;;;;;;;;;;
Chickpea, Kabuli, CDC Diva, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, Myles, seed, raw;13;;;;;;;;;;;;
Chickpea, Desi, CDC Nika, seed, raw;13;;;;;;;;;;;;
Chickpea, Kabuli, CDC Xena, seed, raw;13;;;;;;;;;;;;
Chickpea, Kabuli, CDC Yuma, seed, raw;13;;;;;;;;;;;;
Chickpea, 'Sultano', seed, raw;9.77;19.33;4.69;57.98;;;;;5.1;3.13;;;
Chickpea, 'Cairo', seed, raw;10.19;20.51;4.04;57.29;;;;;5.08;2.89;;;
Chickpea, 'Vulcano', seed, raw;9.36;20.54;5.6;56.79;;;;;4.93;2.78;;;
Chickpea, 'Etna', seed, raw;10.01;20.34;6.01;54.72;;;;;5.71;3.21;;;
Chickpea, 'Principe', seed, raw;9.83;17.51;4.23;59.92;;;;;5.47;3.04;;;
Chickpea, 'Molian', seed, raw;9.91;23.53;4.4;54.15;;;;;5.04;2.97;;;
Chickpea, 'PA 21', seed, raw;10.15;20.74;6.19;55.4;;;;;4.8;2.72;;;
Chickpea, 'PA 3', seed, raw;10.11;18.96;5.5;56.68;;;;;6.01;2.74;;;
Chickpea, 'PA 34', seed, raw;10.24;20.61;5.95;55.13;;;;;5.12;2.95;;;
Chickpea, 'Ares', seed, raw;9.83;20.56;4.7;56.81;;;;;4.87;3.23;;;
Chickpea, 'Corlian', seed, raw;10.43;20.26;5.67;55.61;;;;;5.11;2.92;;;
